,tweets
6114,I shot this tonight; just after sunset; in #RedondoBeach on the #iPhone XS Max. Smartphone photos just aren't suppo… https://t.co/TEGnK948B2
6115,so my brother got the iphone xs max using my phone upgrade and phone number and my mom said I have to activate it a… https://t.co/dTYWHlMLVz
6116,Help me win an iPhone XS for free! https://t.co/Urbub4TTis
6117,for the phone
6118,Another post-magic hour shot tonight in #RedondoBeach on the #iPhone XS Max; which puts my old Canon PowerShot's to… https://t.co/Ljyb6lkAad
6119,► Te Regalo 5 iPhone XS | Sorteo Internacional | Giveaway | #Rayito 3.0 https://t.co/aui88aY57L via @YouTube #RAYITO
6120,I liked a @YouTube video https://t.co/pdA0FYQxd5 iPhone XS Max - Real Day in the Life Review!
6121,Damn my phone has been acting up lately I think it wants to get replaced with the iPhone Xs...
6122,I liked a @YouTube video https://t.co/1CCZkHPsNE PUBG Mobile On - IPhone Xs Max | Graphics Style Comparison!
6123,Chinese quality control. Garbage
6124,hoxication is giving jooheon an iphone xs max I hope he actually gets to use it starship better not take it away
6125,I went to trade in my cracked phone and I came back home with the iPhone xs and a new Apple Watch 🤦🏼‍♀️
6126,Soon to be mine 🕺🏽
6127,Selling My iPhone XS Max To a Machine at Walmart https://t.co/00fSSokvSX via @YouTube
6128,Apple Reaching Out To iPhone Xs; Xs Max Owners Experiencing Weak LTE https://t.co/pP9joGRYxf https://t.co/6ujVUjAKId
6129,if i returned to plato's cave and saw my fellow prisoners still stunned in their disbelief of the outside world i w… https://t.co/3dDRvusn4A
6130,this video makes me really sad lmao my sensitive ass almost shed a tear bc someone worked hard for that shit
6131,Oh get her iPhone XR or XS .. she go Dey alright
6132,Introducing The New iPhone Xs and iPhone Xs Max: https://t.co/mclnj0UkN7 via @YouTube
6133,I liked a @YouTube video https://t.co/5IXuG8Yp4z UNBOXING IPHONE XS Ft. Andy Zurita / Juanpa Zurita
6134,Clash of the titans
6135,This iPhone xs max quality 👌🏽👌🏽👌🏽👌🏽 @GABYGlRL https://t.co/l5AKy7VOFj
6136,@jeffersongraham I’m incredibly impressed with the image quality of my iPhone XS.
6137,Win iPhone XS GOLD Smartphone and 100 Amazon Gift Cards https://t.co/DotvUmHEoo
6138,I keep this iPhone XS in my hand . Just got it today. Lol
6139,@backlon Quality of display compared to the iPhone X and Xs
6140,iPhone Xs Max vs Galaxy Note 9 Camera Comparison Review! https://t.co/MSX6URGPHZ @YouTube 님이 공유 https://t.co/3WTl8mi3cl
6141,MARK YOUR CALENDARS!! #MakeBigMoves #GlobeiPhoneXs
6142,Jump in Foxconn earnings point to strong iPhone XS sales https://t.co/ZOdqGFSIAa
6143,iphone xs and galaxy a9 rn https://t.co/KJ3h4g6u8A
6144,Selling My iPhone XS Max To a Machine at Walmart https://t.co/PrdVXSZwrY via @YouTube
6145,Coolest Screen Protector EVER! Whitestone Dome Glass Review - iPhone XS ... https://t.co/9M7cKlrKi9 @YouTube 님이 공유 https://t.co/pLciUmFpbU
6146,@malnadgowda @AdityaRajKaul iphone XS max !
6147,I liked a @YouTube video https://t.co/DJOdX7L8pg iPhone XS Max Review: Asking for more
6148,@Abhi_SRKFan @Devansh49 @manukumarjain @Flipkart @OnePlus_IN @OnePlus_UK @oneplus @AppleSupport @SamsungMobileUS… https://t.co/ojBtfhN4Jy
6149,Going from an iPhone 7 Plus to the XS Max I’m surprised how easy it’s been getting used to no home button
6150,The iPhone XR release is coming up soon!  Shop our transparent iPhone XR cases so your phone is protected and ready… https://t.co/EUFNWskc0Y
6151,@TMobileHelp Hi there! Is the iPhone XS Trade Offer available in-store or just online?
6152,just ordered the iphone xs max and going to cheesecake factory snapped
6153,Every time I see “IPhone XS Max” I think iPhone extra-small max; and honestly it just bugs me
6154,@abluedrag iPhone XS Max
6155,Apple iPhone XS Giveaway! https://t.co/gZmY2Afqbm
6156,ordered the iPhone XS today 😍😍
6157,Rafa was talking shit about my phone to convince me to buy the iPhone XS.. let me go get some hundreds from my money tree real quick
6158,Apple iPhone XS Max – 256GB – Space Gray (AT&amp;T Only) #iphonexs #iphonexsmax https://t.co/aXz8vBhlys https://t.co/wA6wBiYlRu
6159,Win an iPhone XS and Anker Accessories https://t.co/hmSebfkjwp
6160,Win an iPhone XS and Anker Accessories https://t.co/ZihTDYfPUp
6161,@MKBHD # Razer Phone 2- A-GPS # iPhone Xs - A-GPS; GLONASS; GALILEO; QZSS # One plus 6- A-GPS; GLONASS; BDS; GALILE… https://t.co/dLVfFQSwCE
6162,@PRIMADONNATHOT Ima get the iPhone xr preorders next week
6163,@yessieexo_ I love the iPhone XS lol ... I love the size of it
6164,I liked a @YouTube video https://t.co/GNwkCpNcUt The iPhone XS Has A Serious Problem...
6165,Nice NYC evening - the Giants were terrible but I look forward to running these streets again. Thoroughly loving th… https://t.co/myMkuoiPq0
6166,Only iPhones problems? Don't forget about all never-ending issues in laptops for last few years. And for desert THE… https://t.co/zA3QOgvxHr
6167,@SinghaniaGautam iPhone are not worth they cost  But still iPhone xs max phone have
6168,THE NEW IPHONE XS MAX UNBOXING (PHILIPPINES) https://t.co/KZNBlH43aY  https://t.co/KOIBuaABgc – watch my video for… https://t.co/N80W4Mm9P6
6169,Win an iPhone XS and Anker Accessories https://t.co/bsvcMGxe6i
6170,What a beauty 😍
6171,https://t.co/D0VNbpafME : Buy Fashion Mexican  Frida Kahlo Soft TPU Phone Cases  For iPhone 5S 6 6S 7  7plus XR XS… https://t.co/sLry6WK5cn
6172,@OhItsRicardo_ Aloha! The iPhone XS offer is available in-store; phone;  and online for the offer:… https://t.co/DSrcmyxofU
6173,Totally free; no registration required; and very easy to use! Check Filmora Meme Maker here https://t.co/xqoM3zt7On… https://t.co/bMyogpOjAT
6174,@OhItsRicardo_ Aloha! The iPhone XS offer is available in-store; phone; and online for the offer:… https://t.co/79s0pbZFrt
6175,@JoshOG Hello friends #GIVEAWAY 🎁🏆 🎉 iPhone Xs Max 512GB 👋 Tag Your Friends 💞 Retweet; Like &amp; Follow @JoshOG Join… https://t.co/cMjAonLYIE
6176,I liked a @YouTube video https://t.co/BSFxlaYgZz UNBOXING IPHONE XS Ft. Andy Zurita / Juanpa Zurita
6177,After that long thread I get this AD. Literally all of these responses are people saying how much they hate sprint… https://t.co/caNV8Z2Etj
6178,#filmoramememaker #winiphonexs I'm running to win an iPhone Xs thanks to @Filmora_Editor; check it here &gt;&gt; https://t.co/XPRbL2lNzA
6179,@JoshOG Hello friends #GIVEAWAY 🎁🏆 🎉 iPhone Xs Max 512GB 👋 Tag Your Friends 💞 Retweet; Like &amp; Follow @JoshOG Join… https://t.co/jU1hbN6VKC
6180,Google Pixel 3 XL vs Apple iPhone Xs Max Comparison - https://t.co/mHZMx8F2Y2 https://t.co/sa5HBq53AZ
6181,I liked a @YouTube video https://t.co/szkcW48bFy iPhone SE vs iPhone XS
6182,I liked a @YouTube video https://t.co/aPFIGriFBU UNBOXING IPHONE XS Ft. Andy Zurita / Juanpa Zurita
6183,I was gonna take bomb ass nudes with my iPhone XS then I fucking noticed how bad my stretchmarks have gotten 😫
6184,iPhone XS is the best iPhone yet; say reviewers: https://t.co/pl288fz0Rk https://t.co/cKsTthbx81
6185,I need to check and see wtf my iPhone at my XS Max was on back order fml
6186,@Vyyyper @tldtoday @ZAKtalksTECH @JasonTLewisPHT @thisistechtoday @DapperDop @ELJefeReviews Shot on iPhone XS https://t.co/zZViZsCD7z
6187,@JoshOG Hello friends #GIVEAWAY 🎁🏆 🎉 iPhone Xs Max 512GB 👋 Tag Your Friends 💞 Retweet; Like &amp; Follow @JoshOG Join… https://t.co/nZ2BgeFxBi
6188,I'll take it off your hands.
6189,@Rubiu5 #RT  🍋🍋🍋🍋🍋 x 1 iPhone Xs
6190,LADIES I AM NOW TYPING FROM A IPHONE XS 🤠
6191,@apathyqt iPhone XS :)
6192,Got the #iPhone XS Max and haven’t been able to put it down someone help
6193,I liked a @YouTube video https://t.co/TxsDUcIAdE iPhone XS vs CINEMA Camera - Can you spot the DIFFERENCE?
6194,iPhone XS vs. Pixel 3: Spec comparison https://t.co/yyFTKeDQUA
6195,I need a new laptop (for my many online businesses)  $300 My nails done Hair done  Bomb ass black outfit with heels… https://t.co/axrP9e5VDc
6196,LADIES I AM NOW TYPING FROM AN IPHONE XS 🤠
6197,Apple iPhone XS 64GB Gold Verizon; MTAJ2LL/A; &amp; Forest Green Apple Leather Case https://t.co/SYFGfdogIC https://t.co/YV8pAhXJuK
6198,eBay: Apple iPhone XS 64GB Gold Verizon; MTAJ2LL/A; &amp; Forest Green Apple Leather Case https://t.co/aDshC2XC8t https://t.co/kymzQMxNGc
6199,Tim Cook se rend en Chine pour booster les ventes d'iPhone XS https://t.co/Ks72IzMiQ3
6200,#android $300-500 for 70-80% of the tech
6201,iPhone Xs Max 512GB Giveaway https://t.co/FqgZWUTNEl via @YouTube
6202,I’ve had my iPhone xs for two seconds and someone already told me I look ugly in HD
6203,@SuperSaf Iphone xs max
6204,We are selling Zizo BOLT iPhone Xs Max Case Holster Combo - Red/Black in our store. There is no better chance to ge… https://t.co/uUY227ENOr
6205,@SuperSaf Pixel 3XL is disgraceful. That ugly notch on the top and that fat chin on the bottom. Iphone XS looks a t… https://t.co/6j4glwo6px
6206,Selling My iPhone XS Max To a Machine at Walmart https://t.co/tydz8JgI2O via @YouTube
6207,@dulcemariamua did you get the X or the newest X that just came out Iphone Xs
6208,@DJSilv True. I think we would have seen it sooner but Apple lost momentum with stale software. Finally this is cha… https://t.co/khsK1ogKQK
6209,#filmoramememaker #winiphonexs I'm running to win an iPhone Xs thanks to @Filmora_Editor; check it here &gt;&gt; https://t.co/pJXJQxhcyY
6210,Totally free; no registration required; and very easy to use! Check Filmora Meme Maker here https://t.co/tNw7I5tA8B… https://t.co/spxTXvzj4e
6211,LOVING my iPhone XS MAX 😍 Usually agree the most with Graham on things; but Selena and JV have my vote here.… https://t.co/4sInPnzuqz
6212,@vincsmith Is this iPhone Xs waterproof??
6213,Nah son karma gone get you; I’m cool
6214,Win Iphone XS #giveaway #win https://t.co/Ff3Jim9jIV
6215,Apple iPhone XS Giveaway! https://t.co/mKTXS3oYo3
6216,EAK MagPower iPhone XS Giveaway https://t.co/N6Qdx332WY
6217,The iPhone XS Giveaway | Cult of Mac Deals https://t.co/gpq5Nvo4Io via @cultofmac
6218,I liked a @YouTube video https://t.co/Yukw3sdQYj Louis switches to iPhone XS
6219,what a handsome man
6220,Globe to offer iPhone Xs; Xs Max on October 26 - https://t.co/JZigLFSuCQ #technology #philippines
6221,WhiteStone Dome Glass: iPhone X XS 10 installazione. Recensione Pellicol... https://t.co/OmPTNkIObH @YouTube 님이 공유 https://t.co/YkK5LM8WOw
6222,Check out what I found on eBay &gt;&gt; #1397 #cellphones #smartphones Apple iPhone XS MAX 64GB - All Colo... https://t.co/z7NZZGsMZH
6223,@DostGuruji bhai aap kabh batao ge result of who will be IPhone Xs winner
6224,Selling My iPhone XS Max To a Machine at Walmart https://t.co/ALG4Avfz1n via @YouTube
6225,[Amazon Canada] Ringke iPhone XR cases $0.99 each https://t.co/ieyV2RHzP0
6226,Win an iPhone XS and Anker Accessories https://t.co/C5k3v0c9si
6227,@Hsnlarifin Buy iphone xs ‘devil laugh’
6228,I Just Entered @RedmondPie iPhone XS Max Giveaway. Details Here: https://t.co/0Hy8MbC3PJ #RPiPhoneXS #iPhoneXS #iPhoneXSMax
6229,Globe to offer iPhone Xs; Xs Max on October 26 --https://t.co/rlnIwck2Lc https://t.co/GXISkZCaaT
6230,I was shook to the core 😂        Selling My iPhone XS Max To a Machine at Walmart https://t.co/ALG4Avfz1n via @YouTube @TechSmartt
6231,New iOS beta worth it on iPhone Xs max?
6232,Apple iPhone XS Giveaway! https://t.co/rQlT1IeMEn
6233,Guess who got an iPhone XS Max? Me 😛
6234,RT @ForbesTech: New iPhone XS Problems Damaging Apple's Legendary Reputation https://t.co/GXclET3pXi
6235,This low price will not last long!  JIG!!  a 3 pack of iPhone XS Max Tempered Screen Protectors  JUST $2.99… https://t.co/T6s4HbHKjM
6236,#filmoramememaker #winiphonexs I'm running to win an iPhone Xs thanks to @Filmora_Editor; check it here &gt;&gt; https://t.co/pxSiOfSSRN
6237,Totally free; no registration required; and very easy to use! Check Filmora Meme Maker here https://t.co/OlVCnYmeQW… https://t.co/NkyBZgplJ9
6238,@Poetof_feelings Thanks for reaching out. You will be able to use the e-SIM option only when Apple releases the upd… https://t.co/VbySGhsdhM
6239,https://t.co/D0VNbpafME : Buy Messi Neymar Cristiano Ronaldo Football Jersey Back Phone Case for iphone 5s SE 6 6S… https://t.co/x5uJkmWLjT
6240,The iPhone XS Giveaway | TechnoBuffalo Deals https://t.co/D01TqODcDD via @StackSocial
6241,@NiggeratiQueen Finna put this iPhone Xs max to work
6242,I was shook to the core 🍎 😂 Selling My iPhone XS Max To a Machine at Walmart https://t.co/ALG4Avfz1n via @YouTube… https://t.co/R9lA5X7QHI
6243,@BaseusMatt Greetings; how much longer do we have to wait for the bumper for the iPhone xs max to be released? I us… https://t.co/eRxAEttl6N
6244,@BaseusStore Greetings; how much longer do we have to wait for the bumper for the iPhone xs max to be released? I u… https://t.co/z9ISWdUABH
6245,Just got the iPhone Xs Max and of course my first pic is this nugget. #dogs #cute #aww #puppies #doglovers #puppy… https://t.co/tEvesQzGLa
6246,IPhone XS Max is so underrated. I love it!
6247,iPad Pro 2018 12.9' and 11' cad leaks by same reliable guy who leaked real images of the iPhone Xr... 12.9' iPad ke… https://t.co/EOD44wf2iS
6248,Selling My iPhone XS Max To a Machine at Walmart https://t.co/N4CCIoKrnl via @YouTube
6249,@Baseus_SA Greetings; how much longer do we have to wait for the bumper for the iPhone xs max to be released? I use… https://t.co/nMvWIVyRaO
6250,Amazing photos with the iPhone XS Max  #Apple #MyKids https://t.co/REwHkdPg8z
6251,Samsung introduced their new Galaxy A9 Smartphone with Rear Quad Camera System to Challenge Apple's iPhone XR… https://t.co/V48gZjG444
6252,Still a little surprised that the iPhone XS doesn’t look like the Samsung X9. I’m living in the wrong universe.
6253,Apple Exposed | Is Fast Charging Real on the  iPhone XS Max https://t.co/gqZOHLBfFS via @YouTube
6254,https://t.co/D0VNbpafME : Buy New Cartoon M&amp;M's Mobile Phone Case For iPhone 5 5s SE 6 6s 7 8 Plus X XR XS MAX Clea… https://t.co/Puv0V7aJhI
6255,Globe to offer iPhone Xs; Xs Max on October 26 https://t.co/GsPp25FgcD
6256,Globe to offer iPhone Xs; Xs Max on October 26 https://t.co/JbMWC1vPnQ via @yugatech
6257,Does anybody else have the Space Grey iPhone XS Max?   Doesn’t it feel weird to hold without the case? Like it’s no… https://t.co/88BqXxPV2k
6258,Okay this is a fantastic deal. Galaxy Note 8 is now ~39k and you can get an extra 3000 off + value of your old phon… https://t.co/BzQoMOeEQK
6259,iPad Pro 2018 12.9' and 11' cad leaks by same reliable guy who leaked real images of the iPhone Xr... 12.9' iPad ke… https://t.co/SpynSam3wE
6260,I liked a @YouTube video https://t.co/fMBRI4vrt6 UNBOXING IPHONE XS Ft. Andy Zurita / Juanpa Zurita
6261,@apple Why do I need to jailbreak my iPhone to get the battery percentage to display by default?? I love my iPhone… https://t.co/aECFsVBsny
6262,Help me win an iPhone XS for free! https://t.co/mPjwt6K3qV
6263,Pre-orders start on October 19. #TechNews https://t.co/61cVuOiY60
6264,I liked a @YouTube video https://t.co/KKC1uaYA0h Honor 8x - BETTER than iPhone XS!
6265,wow just wow!
6266,Was torn between the iPhone XS Max and the Pixel 3 XL but then heard the Pixel doesn't have any storage size bigger… https://t.co/nYyV39rhIE
6267,Crane n M7 synonymous Crane has branches all over
6268,Win an iPhone XS and Anker Accessories https://t.co/cGIXIWUwE3
6269,Any decent human would take this back into the Apple store to get returned to its owner. How would you like it if s… https://t.co/W651b79gRT
6270,The original American Dream: Being  a homeowner.  The Millennial American Dream: Being an iPhone XS MAX owner.
6271,#4: for iPhone Xs Case;iPhone X Case;Clear Anti-Scratch Shock Absorption Cover… https://t.co/bWbKWcv0O3 #bestsellers
6272,Got the iPhone xs my moms really gonna kill me
6273,#filmoramememaker #winiphonexs Help me win this iPhone Xs from Wondershare Filmora! https://t.co/XPRbL2lNzA
6274,Win Iphone XS #giveaway #win https://t.co/NNT3XmtrW2
6275,VERIZON CLEAN AND FINANCED 100% UNLOCK IPHONE 7-X IPHONE XS  TIME: 1-7 DAYS BEST PRICE FOR BULK!  https://t.co/P11TkD6lUC
6276,Selling My iPhone XS Max To a Machine at Walmart https://t.co/c2nYkrShsz via @YouTube
6277,Totally free; no registration required; and very easy to use! Check Filmora Meme Maker here https://t.co/R66AoaQteO… https://t.co/aRszYKphvM
6278,#filmoramememaker #winiphonexs I'm running to win an iPhone Xs thanks to @Filmora_Editor; check it here &gt;&gt; https://t.co/pQ2QvgzNGX
6279,There’s have no iPhone Xs MAX in stock anywhere
6280,The screen to the iPhone Xs max is huge!!! I feel like everyone can see everything I’m doing on my phone 😳
6281,Kuo: iPhone XR demand stronger than iPhone 8 cycle in China; as domestic manufacturers falter… https://t.co/bAnQseg3sY
6282,@Ceceel_ Iphone XS :D
6283,I am fed up of this IPhone 6 and how this shit keeps crashing. It’s either upgrade to iPhone XS or get the plan whe… https://t.co/OIokcaSjRr
